PATHWAY_URI	DISPLAY_NAME	DIRECT_SUB_PATHWAY_URIS	ALL_SUB_PATHWAY_URIS
inoh:id871593795__2_Oxo_glutaric_acid___L_Phenylalanine___L_Glutamic_acid___Phenyl_pyruvic_acid	2-Oxo-glutaric acid + L-Phenylalanine = L-Glutamic acid + Phenyl-pyruvic acid ( Phenylalanine degradation )		
panther:_mitogenesis_s74_sa60_	mitogenesis		
inoh:id214498041_Beta_catenin_degradation_signaling__Canonical_	Beta catenin degradation signaling (Canonical) ( Mammalian Wnt signaling pathway Diagram )		
inoh:id1963153752_ATP___dUDP___ADP___dUTP	ATP + dUDP = ADP + dUTP ( Pyrimidine Nucleotides and Nucleosides metabolism )		
inoh:id52177995_Expression_of_diptericin_by_Relish	Expression of diptericin by Relish ( Drosophila IMD pathway )		
panther:_?_s42_a41_	?		
inoh:id57124160_Beta_catenin_degradation_signaling__Canonical_	Beta catenin degradation signaling (Canonical) ( C. elegans endoderm induction Wnt signaling pathway Diagram )		
inoh:id398095751_Vulval_development	Vulval development ( EGF signaling pathway Diagram )		
inoh:id916143446_PDGF_signaling_pathway__Mammal_	PDGF signaling pathway (Mammal) ( PDGF signaling pathway )		inoh:id344720748_PLC_gamma_signaling;inoh:id966754807_JNK_cascade;inoh:id1732725230_PLC_gamma_signaling;inoh:id682288384_AKT_PKB__activation_signaling;inoh:id1981635613_AKT_PKB__activation_signaling;inoh:id1948988393_ERK_cascade;
inoh:id96549742_CoA___GTP___Succinic_acid___Succinyl_CoA___GDP___Orthophosphate	CoA + GTP + Succinic acid = Succinyl-CoA + GDP + Orthophosphate ( Citrate cycle )		
panther:_Muscle_Contraction_s98_a95_	Muscle Contraction		
panther:_Muscle_Contraction_s98_a63_	Muscle Contraction		
inoh:id1330064393_L_Tetrahydro_folic_acid___L_Serine___5_10_Methylene_tetrahydro_folic_acid___Glycine___H2O	L-Tetrahydro-folic acid + L-Serine = 5,10-Methylene-tetrahydro-folic acid + Glycine + H2O ( Glycine and Serine metabolism )		
inoh:id1653676325_Drosophila_Wingless_Wnt_signaling_pathway	Drosophila Wingless/Wnt signaling pathway ( Drosophila Wingless/Wnt signaling pathway Diagram )		inoh:id1885049127_embryonic_axis_formation__Drosophila_;inoh:id1370866331_Signaling_with_Wnt__Drosophila_;inoh:id2013454275_Signaling_without_Wnt__Drosophila_;inoh:id738169305_Wnt_secretory_pathway__Drosophila_;inoh:id1602871503_Stabilization_and_accumulation_of_cytoplasmic_beta_catenin__Drosophila_;inoh:id514314576_Beta_catenin_degradation_signaling__Drosophila_;
panther:_Gene_transcription_s21_a45_	Gene transcription		
panther:_Depolarization_s76_sa60_	Depolarization		
inoh:id1814388314_Stabilization_and_accumulation_of_cytoplasmic_beta_catenin__Mammal_	Stabilization and accumulation of cytoplasmic beta-catenin (Mammal) ( Mammalian Wnt signaling pathway Diagram )		
inoh:id1370866331_Signaling_with_Wnt__Drosophila_	Signaling with Wnt (Drosophila) ( Drosophila Wingless/Wnt signaling pathway Diagram )		inoh:id1885049127_embryonic_axis_formation__Drosophila_;inoh:id1602871503_Stabilization_and_accumulation_of_cytoplasmic_beta_catenin__Drosophila_;
pathbank:SubPathways/109592	Depolarization		
pathbank:SubPathways/109591	ATP Inhibition of ABCC8		
pathbank:SubPathways/109597	ATP Inhibition of ABCC8		
biofactoid:8d3b954f-dd06-4f75-99da-ffb806b01715	An adipokine feedback regulating diurnal food intake rhythms in mice.		
inoh:id1009999963_Drosophila_Toll_like_receptor_signaling	Drosophila Toll-like receptor signaling ( Drosophila Toll-like receptor signaling )		inoh:id1605060743_DIF_signaling;inoh:id1529397392_expression_of_diptericin;inoh:id560049116_immune_response_to_fungi;inoh:id449279749_expression_of_drosomycin;inoh:id125878847_immune_response;inoh:id557061_expression_of__cecropin;inoh:id1507535120_DIF_Dorsal_signaling;inoh:id1402924066_expression_of_drosomycin;inoh:id976053894_Dorsal_signaling;inoh:id349728913_immune_response_to_bacteria;inoh:id1581793306_Cellular_defense_Activated_blood_cell_;
inoh:id653854228_Steroids_metabolism	Steroids metabolism ( Steroids metabolism )		inoh:id955397543_NADPH___Cholesterol___O2___NADP____7_Hydroxy_cholesterol___H2O;inoh:id1877111419__S__2_3_Epoxy_squalene___Lanosterol;inoh:id1914732115__2_Farnesyl_diphosphate___NADPH____NADP____Squalene___2_Pyrophosphate;inoh:id1025890753_Dimethylallyl_diphosphate___Isopentenyl_diphosphate;inoh:id499539681_NADP____Cholesterol___NADPH___7_Dehydro_cholesterol;
inoh:id641423861__5__Orotidylic_acid___Pyrophosphate___Orotic_acid___D_5_Phospho_ribosyl_1_diphosphate	5'-Orotidylic acid + Pyrophosphate = Orotic acid + D-5-Phospho-ribosyl 1-diphosphate ( Pyrimidine Nucleotides and Nucleosides metabolism )		
http://bioregistry.io/reactome:R-HSA-5419276	Mitochondrial translation termination		
inoh:id2013454275_Signaling_without_Wnt__Drosophila_	Signaling without Wnt (Drosophila) ( Drosophila Wingless/Wnt signaling pathway Diagram )		inoh:id514314576_Beta_catenin_degradation_signaling__Drosophila_;
inoh:id906230969_IL_7_signaling_pathway_JAK1_JAK3_STAT5_	IL-7 signaling pathway(JAK1 JAK3 STAT5) ( IL-7 signaling(JAK1 JAK3 STAT5) )		inoh:id1637420637_AKT_PKB__Bad_signaling;
inoh:id1431236609_Caspase9_activation_signaling	Caspase9 activation signaling ( Fas signaling pathway )		
panther:_Relaxation_of_Bronchial_Air_Passage_s67_a76_	Relaxation of Bronchial Air Passage		
inoh:id1488632675_Signaling_with_Wnt__Canonical_	Signaling with Wnt (Canonical) ( C. elegans endoderm induction Wnt signaling pathway Diagram )		inoh:id1627006605_Stabilization_and_accumulation_of_cytoplasmic_beta_catenin__Canonical_;
inoh:id2107987264_Drosophila_Notch_signaling_pathway	Drosophila Notch signaling pathway ( Notch signaling pathway Diagram )		inoh:id1730602041_Differentiation__Drosophila_;inoh:id1339049553_Notch_secretory_pathway__Drosophila_;
netpath:Pathway_EGFR1	EGFR1		
inoh:id918385262_tumor_formation__Canonical_	tumor formation (Canonical) ( Drosophila Wingless/Wnt signaling pathway Diagram )		
biofactoid:08b88026-6f9e-4d7c-bb22-5bdcc2fb7fdf	TGF-β-Induced Phosphorylation of Usp9X Stabilizes Ankyrin-G and Regulates Dendritic Spine Development and Maintenance.		
http://bioregistry.io/reactome:R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	http://bioregistry.io/reactome:R-HSA-912631;http://bioregistry.io/reactome:R-HSA-912526;	http://bioregistry.io/reactome:R-HSA-912631;http://bioregistry.io/reactome:R-HSA-912526;
http://bioregistry.io/reactome:R-HSA-1650814	Collagen biosynthesis and modifying enzymes	http://bioregistry.io/reactome:R-HSA-8948216;	http://bioregistry.io/reactome:R-HSA-8948216;
inoh:id218860701_AKT_PKB__Bad_signaling	AKT(PKB)-Bad signaling ( Insulin receptor signaling )		
http://bioregistry.io/reactome:R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins		
inoh:id646103207_NAD____3_Methyl_imidazole_acetaldehyde___H2O___NADH___3_Methyl_imidazole_acetic_acid	NAD+ + 3-Methyl-imidazole acetaldehyde + H2O = NADH + 3-Methyl-imidazole-acetic acid ( Histidine degradation )		
http://bioregistry.io/reactome:R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	http://bioregistry.io/reactome:R-HSA-2426168;	http://bioregistry.io/reactome:R-HSA-2426168;
biofactoid:f601a60b-de60-4ea1-aa3c-9055edfbd10f	Atrx Deletion in Neurons Leads to Sexually Dimorphic Dysregulation of miR-137 and Spatial Learning and Memory Deficits.		
biofactoid:db21b941-cde8-4c57-8a5f-0f3800582ad8	Coordination between ECM and cell-cell adhesion regulates the development of islet aggregation, architecture, and functional maturation.		
biofactoid:811c6d69-29fd-43a7-b6c3-6182d2c517ff	The autophagy protein Becn1 improves insulin sensitivity by promoting adiponectin secretion via exocyst binding.		
http://bioregistry.io/reactome:R-HSA-2395516	Electron transport from NADPH to Ferredoxin		
http://bioregistry.io/reactome:R-HSA-15869	Nucleotide metabolism	http://bioregistry.io/reactome:R-HSA-8956319;http://bioregistry.io/reactome:R-HSA-499943;http://bioregistry.io/reactome:R-HSA-8956321;http://bioregistry.io/reactome:R-HSA-8956320;	http://bioregistry.io/reactome:R-HSA-8956319;http://bioregistry.io/reactome:R-HSA-2393930;http://bioregistry.io/reactome:R-HSA-73621;http://bioregistry.io/reactome:R-HSA-74259;http://bioregistry.io/reactome:R-HSA-73817;http://bioregistry.io/reactome:R-HSA-499943;http://bioregistry.io/reactome:R-HSA-8850843;http://bioregistry.io/reactome:R-HSA-500753;http://bioregistry.io/reactome:R-HSA-8956321;http://bioregistry.io/reactome:R-HSA-8956320;http://bioregistry.io/reactome:R-HSA-74217;http://bioregistry.io/reactome:R-HSA-73614;
http://bioregistry.io/reactome:R-HSA-5576886	Phase 4 - resting membrane potential		
http://bioregistry.io/reactome:R-HSA-5576893	Phase 2 - plateau phase		
http://bioregistry.io/reactome:R-HSA-5576892	Phase 0 - rapid depolarisation		
http://bioregistry.io/reactome:R-HSA-5576894	Phase 1 - inactivation of fast Na+ channels		
http://bioregistry.io/reactome:R-HSA-5576891	Cardiac conduction	http://bioregistry.io/reactome:R-HSA-5576890;http://bioregistry.io/reactome:R-HSA-5578768;http://bioregistry.io/reactome:R-HSA-5576886;http://bioregistry.io/reactome:R-HSA-5578775;http://bioregistry.io/reactome:R-HSA-5576893;http://bioregistry.io/reactome:R-HSA-5576892;http://bioregistry.io/reactome:R-HSA-5576894;	http://bioregistry.io/reactome:R-HSA-5576890;http://bioregistry.io/reactome:R-HSA-5576886;http://bioregistry.io/reactome:R-HSA-5578768;http://bioregistry.io/reactome:R-HSA-5576893;http://bioregistry.io/reactome:R-HSA-5578775;http://bioregistry.io/reactome:R-HSA-5576892;http://bioregistry.io/reactome:R-HSA-5576894;
http://bioregistry.io/reactome:R-HSA-5576890	Phase 3 - rapid repolarisation		
pathbank:SubPathways/110016	ATP Inhibition of ABCC8		
http://bioregistry.io/reactome:R-HSA-5578995	Defective TPMT causes TPMT deficiency		
http://bioregistry.io/reactome:R-HSA-5578996	Defective CYP27A1 causes CTX		
http://bioregistry.io/reactome:R-HSA-5578999	Defective GCLC causes HAGGSD		
http://bioregistry.io/reactome:R-HSA-5578997	Defective AHCY causes HMAHCHD		
http://bioregistry.io/reactome:R-HSA-5578998	Defective OPLAH causes OPLAHD		
biofactoid:fee3b3ff-bca3-4815-8459-bff3031d25c4	Lipid droplet turnover at the lysosome inhibits growth of hepatocellular carcinoma in a BNIP3-dependent manner.		
http://bioregistry.io/reactome:R-HSA-5578749	Transcriptional regulation by small RNAs		
http://bioregistry.io/reactome:R-HSA-5578768	Physiological factors		
http://bioregistry.io/reactome:R-HSA-5578775	Ion homeostasis		
http://bioregistry.io/reactome:R-HSA-4839735	Signaling by AXIN mutants	http://bioregistry.io/reactome:R-HSA-5467340;http://bioregistry.io/reactome:R-HSA-5467345;	http://bioregistry.io/reactome:R-HSA-5467340;http://bioregistry.io/reactome:R-HSA-5467345;
http://bioregistry.io/reactome:R-HSA-4839726	Chromatin organization	http://bioregistry.io/reactome:R-HSA-3247509;	http://bioregistry.io/reactome:R-HSA-3247509;http://bioregistry.io/reactome:R-HSA-3214815;http://bioregistry.io/reactome:R-HSA-3214847;http://bioregistry.io/reactome:R-HSA-3214858;http://bioregistry.io/reactome:R-HSA-3214841;http://bioregistry.io/reactome:R-HSA-3214842;
http://bioregistry.io/reactome:R-HSA-4839748	Signaling by AMER1 mutants	http://bioregistry.io/reactome:R-HSA-5467343;http://bioregistry.io/reactome:R-HSA-5467348;	http://bioregistry.io/reactome:R-HSA-5467343;http://bioregistry.io/reactome:R-HSA-5467348;
http://bioregistry.io/reactome:R-HSA-4839743	Signaling by CTNNB1 phospho-site mutants	http://bioregistry.io/reactome:R-HSA-5358749;http://bioregistry.io/reactome:R-HSA-5358751;http://bioregistry.io/reactome:R-HSA-5358752;http://bioregistry.io/reactome:R-HSA-5358747;	http://bioregistry.io/reactome:R-HSA-5358749;http://bioregistry.io/reactome:R-HSA-5358751;http://bioregistry.io/reactome:R-HSA-5358752;http://bioregistry.io/reactome:R-HSA-5358747;
http://bioregistry.io/reactome:R-HSA-4839744	Signaling by APC mutants	http://bioregistry.io/reactome:R-HSA-5467333;http://bioregistry.io/reactome:R-HSA-5467337;	http://bioregistry.io/reactome:R-HSA-5467333;http://bioregistry.io/reactome:R-HSA-5467337;
http://bioregistry.io/reactome:R-HSA-5579006	Defective GSS causes GSS deficiency		
http://bioregistry.io/reactome:R-HSA-5579007	Defective ACY1 causes encephalopathy		
http://bioregistry.io/reactome:R-HSA-5579004	Defective CYP26C1 causes FFDD4		
http://bioregistry.io/reactome:R-HSA-5579005	Defective CYP4F22 causes ARCI5		
http://bioregistry.io/reactome:R-HSA-5579002	Defective UGT1A1 causes hyperbilirubinemia		
http://bioregistry.io/reactome:R-HSA-5579000	Defective CYP1B1 causes Glaucoma		
http://bioregistry.io/reactome:R-HSA-5579019	Defective FMO3 causes TMAU		
http://bioregistry.io/reactome:R-HSA-5579028	Defective CYP17A1 causes AH5		
http://bioregistry.io/reactome:R-HSA-5579029	Metabolic disorders of biological oxidation enzymes	http://bioregistry.io/reactome:R-HSA-5579013;http://bioregistry.io/reactome:R-HSA-5579014;http://bioregistry.io/reactome:R-HSA-5579011;http://bioregistry.io/reactome:R-HSA-5579012;http://bioregistry.io/reactome:R-HSA-5579010;http://bioregistry.io/reactome:R-HSA-5579032;http://bioregistry.io/reactome:R-HSA-5579030;http://bioregistry.io/reactome:R-HSA-5579019;http://bioregistry.io/reactome:R-HSA-5579017;http://bioregistry.io/reactome:R-HSA-5579015;http://bioregistry.io/reactome:R-HSA-5579016;http://bioregistry.io/reactome:R-HSA-5579024;http://bioregistry.io/reactome:R-HSA-5579002;http://bioregistry.io/reactome:R-HSA-5579022;http://bioregistry.io/reactome:R-HSA-5579000;http://bioregistry.io/reactome:R-HSA-5579020;http://bioregistry.io/reactome:R-HSA-5579021;http://bioregistry.io/reactome:R-HSA-9035968;http://bioregistry.io/reactome:R-HSA-5578999;http://bioregistry.io/reactome:R-HSA-5578997;http://bioregistry.io/reactome:R-HSA-5579009;http://bioregistry.io/reactome:R-HSA-5578998;http://bioregistry.io/reactome:R-HSA-5579006;http://bioregistry.io/reactome:R-HSA-5578995;http://bioregistry.io/reactome:R-HSA-5579028;http://bioregistry.io/reactome:R-HSA-5579007;http://bioregistry.io/reactome:R-HSA-5578996;http://bioregistry.io/reactome:R-HSA-5579004;http://bioregistry.io/reactome:R-HSA-5579026;http://bioregistry.io/reactome:R-HSA-5579005;http://bioregistry.io/reactome:R-HSA-5579027;	http://bioregistry.io/reactome:R-HSA-5579013;http://bioregistry.io/reactome:R-HSA-5579014;http://bioregistry.io/reactome:R-HSA-5579011;http://bioregistry.io/reactome:R-HSA-5579012;http://bioregistry.io/reactome:R-HSA-5579010;http://bioregistry.io/reactome:R-HSA-5579032;http://bioregistry.io/reactome:R-HSA-5579030;http://bioregistry.io/reactome:R-HSA-5579019;http://bioregistry.io/reactome:R-HSA-5579017;http://bioregistry.io/reactome:R-HSA-5579015;http://bioregistry.io/reactome:R-HSA-5579016;http://bioregistry.io/reactome:R-HSA-5579024;http://bioregistry.io/reactome:R-HSA-5579002;http://bioregistry.io/reactome:R-HSA-5579000;http://bioregistry.io/reactome:R-HSA-5579022;http://bioregistry.io/reactome:R-HSA-5579020;http://bioregistry.io/reactome:R-HSA-5579021;http://bioregistry.io/reactome:R-HSA-9035968;http://bioregistry.io/reactome:R-HSA-5578999;http://bioregistry.io/reactome:R-HSA-5578997;http://bioregistry.io/reactome:R-HSA-5578998;http://bioregistry.io/reactome:R-HSA-5579009;http://bioregistry.io/reactome:R-HSA-5579028;http://bioregistry.io/reactome:R-HSA-5578995;http://bioregistry.io/reactome:R-HSA-5579006;http://bioregistry.io/reactome:R-HSA-5579007;http://bioregistry.io/reactome:R-HSA-5578996;http://bioregistry.io/reactome:R-HSA-5579026;http://bioregistry.io/reactome:R-HSA-5579004;http://bioregistry.io/reactome:R-HSA-5579027;http://bioregistry.io/reactome:R-HSA-5579005;
http://bioregistry.io/reactome:R-HSA-5579026	Defective CYP11A1 causes AICSR		
http://bioregistry.io/reactome:R-HSA-5579027	Defective CYP27B1 causes VDDR1B		
http://bioregistry.io/reactome:R-HSA-5579024	Defective MAT1A causes MATD		
http://bioregistry.io/reactome:R-HSA-5579022	Defective GGT1 causes GLUTH		
http://bioregistry.io/reactome:R-HSA-5579020	Defective SLC35D1 causes SCHBCKD		
http://bioregistry.io/reactome:R-HSA-5579021	Defective CYP21A2 causes AH3		
http://bioregistry.io/reactome:R-HSA-5579009	Defective CYP11B2 causes CMO-1 deficiency		
http://bioregistry.io/reactome:R-HSA-5579017	Defective CYP11B1 causes AH4		
http://bioregistry.io/reactome:R-HSA-5579015	Defective CYP26B1 causes RHFCA		
http://bioregistry.io/reactome:R-HSA-5579016	Defective UGT1A4 causes hyperbilirubinemia		
http://bioregistry.io/reactome:R-HSA-5579013	Defective CYP7B1 causes SPG5A and CBAS3		
http://bioregistry.io/reactome:R-HSA-5579014	Defective CYP27B1 causes VDDR1A		
http://bioregistry.io/reactome:R-HSA-5579011	Defective CYP2U1 causes SPG56		
http://bioregistry.io/reactome:R-HSA-5579012	Defective MAOA causes BRUNS		
http://bioregistry.io/reactome:R-HSA-5579010	Defective CYP24A1 causes HCAI		
http://bioregistry.io/reactome:R-HSA-5579031	Defective ACTH causes obesity and POMCD		
http://bioregistry.io/reactome:R-HSA-5579032	Defective TBXAS1 causes GHDD		
http://bioregistry.io/reactome:R-HSA-5579030	Defective CYP19A1 causes AEXS		
http://bioregistry.io/reactome:R-HSA-1500620	Meiosis	http://bioregistry.io/reactome:R-HSA-912446;http://bioregistry.io/reactome:R-HSA-1221632;	http://bioregistry.io/reactome:R-HSA-912446;http://bioregistry.io/reactome:R-HSA-1221632;
inoh:id628534669_ERK_cascade	ERK cascade ( FGF signaling pathway )		
http://bioregistry.io/reactome:R-HSA-1500931	Cell-Cell communication	http://bioregistry.io/reactome:R-HSA-446728;http://bioregistry.io/reactome:R-HSA-373753;http://bioregistry.io/reactome:R-HSA-391160;	http://bioregistry.io/reactome:R-HSA-9762292;http://bioregistry.io/reactome:R-HSA-446728;http://bioregistry.io/reactome:R-HSA-9764302;http://bioregistry.io/reactome:R-HSA-391160;http://bioregistry.io/reactome:R-HSA-9764260;http://bioregistry.io/reactome:R-HSA-9762293;http://bioregistry.io/reactome:R-HSA-9759811;http://bioregistry.io/reactome:R-HSA-446388;http://bioregistry.io/reactome:R-HSA-446343;http://bioregistry.io/reactome:R-HSA-418990;http://bioregistry.io/reactome:R-HSA-446353;http://bioregistry.io/reactome:R-HSA-421270;http://bioregistry.io/reactome:R-HSA-373753;http://bioregistry.io/reactome:R-HSA-9833576;http://bioregistry.io/reactome:R-HSA-9759475;http://bioregistry.io/reactome:R-HSA-373756;http://bioregistry.io/reactome:R-HSA-420029;http://bioregistry.io/reactome:R-HSA-9759476;http://bioregistry.io/reactome:R-HSA-420597;http://bioregistry.io/reactome:R-HSA-446107;
biofactoid:3a407bc4-7c94-44a6-826c-29d0e3fa89be	Activation of dsRNA-Dependent Protein Kinase R by miR-378 Sustains Metabolic Inflammation in Hepatic Insulin Resistance.		
http://bioregistry.io/reactome:R-HSA-1502540	Signaling by Activin	http://bioregistry.io/reactome:R-HSA-2473224;	http://bioregistry.io/reactome:R-HSA-2473224;
inoh:id1680364695_N_Ribosyl_nicotinamide___Orthophosphate___Nicotinamide___D_Ribose_1_phosphate	N-Ribosyl-nicotinamide + Orthophosphate = Nicotinamide + D-Ribose 1-phosphate ( Nicotinate and Nicotinamide metabolism )		
biofactoid:ec1811b0-07b4-423a-b61d-38e99b7c5cef	ERK2 MAP kinase regulates SUFU binding by multisite phosphorylation of GLI1.		
http://bioregistry.io/reactome:R-HSA-5423646	Aflatoxin activation and detoxification		
http://bioregistry.io/reactome:R-HSA-5423599	Diseases of Mismatch Repair (MMR)	http://bioregistry.io/reactome:R-HSA-5632987;http://bioregistry.io/reactome:R-HSA-5632928;http://bioregistry.io/reactome:R-HSA-5632927;http://bioregistry.io/reactome:R-HSA-5632968;http://bioregistry.io/reactome:R-HSA-5545483;	http://bioregistry.io/reactome:R-HSA-5632987;http://bioregistry.io/reactome:R-HSA-5632928;http://bioregistry.io/reactome:R-HSA-5632927;http://bioregistry.io/reactome:R-HSA-5632968;http://bioregistry.io/reactome:R-HSA-5545483;
http://bioregistry.io/reactome:R-HSA-2243919	Crosslinking of collagen fibrils		
inoh:id321117320_ERK_cascade	ERK cascade ( Insulin receptor signaling )		
panther:_antidiuretic_effects_s18_sa10_	antidiuretic effects		
inoh:id236516416_astrocyte_differentiation	astrocyte differentiation ( LIF signaling(JAK1 JAK2 STAT3) )		
inoh:id145277069__2_oxoglutarate____dihydrolipoyllysine_residue_succinyltransferase__lipoyllysine____dihydrolipoyllysine_residue_succinyltransferase__S_succinyldihydrolipoyllysine___CO2	2-oxoglutarate + [dihydrolipoyllysine-residue succinyltransferase] lipoyllysine = [dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + CO2 ( Citrate cycle )		
biofactoid:71c6a1c4-e32d-4631-82a7-87049d6c9ca9	Ring Finger Protein 215 Negatively Regulates Type I IFN Production via Blocking NF-κB p65 Activation.		
inoh:id1627006605_Stabilization_and_accumulation_of_cytoplasmic_beta_catenin__Canonical_	Stabilization and accumulation of cytoplasmic beta-catenin (Canonical) ( C. elegans endoderm induction Wnt signaling pathway Diagram )		
inoh:id778627983_NADP____5_6_Dihydro_uracil___NADPH___Uracil	NADP+ + 5,6-Dihydro-uracil = NADPH + Uracil ( Pyrimidine Nucleotides and Nucleosides metabolism )		
inoh:id907833540_T_cell_differentiation	T cell differentiation ( IL-7 signaling(JAK1 JAK3 STAT5) )		
http://bioregistry.io/reactome:R-HSA-674695	RNA Polymerase II Pre-transcription Events		
panther:_Survival_s38_sa20_	Survival		
inoh:id2042401963_B_Raf_activation_signaling	B-Raf activation signaling ( GPCR Adenosine A2A receptor signaling pathway )		inoh:id89642215_Rap1_activation_signaling__through_cAMP__PKA__Cbl_and_C3G_;
biofactoid:27053e87-d8b9-4086-a544-3c0a9771c2a9	miR-154-5p Affects the TGFβ1/Smad3 Pathway on the Fibrosis of Diabetic Kidney Disease via Binding E3 Ubiquitin Ligase Smurf1.		
inoh:id514314576_Beta_catenin_degradation_signaling__Drosophila_	Beta catenin degradation signaling (Drosophila) ( Drosophila Wingless/Wnt signaling pathway Diagram )		
panther:_Vesicle_Trafficking_s69_a100_	Vesicle Trafficking		
inoh:id1890083670_CD28_signaling	CD28 signaling ( CD4 T cell receptor signaling )		
biofactoid:11d2210c-5b8f-48ce-b7b9-882567f6263a	Structural characterization of human RPA70N association with DNA damage response proteins.		
inoh:id398196316_ERK_cascade	ERK cascade ( FGF signaling pathway )		
inoh:id1721212937_FGF_signaling_pathway__D__melanogaster_	FGF signaling pathway (D. melanogaster) ( FGF signaling pathway )		inoh:id2020554315_Gene_expression_of_DSRF_by_PntP2;inoh:id1508353273_ERK_cascade;inoh:id2105986234_FGF_signaling_pathway__D__melanogaster_mesoderm_cells_;inoh:id50834056_ERK_cascade;inoh:id1189474631_Gene_expression_of_Btl_by_PntP2;inoh:id604142603_FGF_signaling_pathway__D__melanogaster_tracheal_cells_;
inoh:id892708415__2_Oxo_glutaric_acid___L_Phenylalanine___L_Glutamic_acid___Phenyl_pyruvic_acid	2-Oxo-glutaric acid + L-Phenylalanine = L-Glutamic acid + Phenyl-pyruvic acid ( Phenylalanine degradation )		
biofactoid:d1ecb33c-7293-456b-bb33-a4928cf7c97c	AQP9-induced cell cycle arrest is associated with RAS activation and improves chemotherapy treatment efficacy in colorectal cancer.		
http://bioregistry.io/reactome:R-HSA-1660514	Synthesis of PIPs at the Golgi membrane		
http://bioregistry.io/reactome:R-HSA-1660516	Synthesis of PIPs at the early endosome membrane		
http://bioregistry.io/reactome:R-HSA-1660517	Synthesis of PIPs at the late endosome membrane		
http://bioregistry.io/reactome:R-HSA-1660510	PIPs transport between Golgi and plasma membranes		
http://bioregistry.io/reactome:R-HSA-1660508	PIPs transport between late endosome and Golgi membranes		
http://bioregistry.io/reactome:R-HSA-1660502	PIPs transport between early and late endosome membranes		
http://bioregistry.io/reactome:R-HSA-1660537	PIPs transport between early endosome and Golgi membranes		
http://bioregistry.io/reactome:R-HSA-1660524	PIPs transport between plasma and early endosome membranes		
http://bioregistry.io/reactome:R-HSA-1660499	Synthesis of PIPs at the plasma membrane		
http://bioregistry.io/reactome:R-HSA-1660661	Sphingolipid de novo biosynthesis		
http://bioregistry.io/reactome:R-HSA-1660662	Glycosphingolipid metabolism	http://bioregistry.io/reactome:R-HSA-9840310;http://bioregistry.io/reactome:R-HSA-9840309;	http://bioregistry.io/reactome:R-HSA-9840310;http://bioregistry.io/reactome:R-HSA-9840309;
inoh:id1974835916_Negative_feedback_regulation_of_JAK_STAT_pathway_by___cytokine_receptor_degradation_signaling_	Negative feedback regulation of JAK STAT pathway by (cytokine receptor degradation signaling) ( JAK-STAT pathway and regulation pathway Diagram )		inoh:id664170375_Cytokine_receptor_degradation_signaling;
inoh:id630006925_Actin_reorganization	Actin reorganization ( VEGF signaling pathway )		
inoh:id848292287_NAD____L_Glutamic_acid___H2O___NADH___2_Oxo_glutaric_acid___NH3	NAD+ + L-Glutamic acid + H2O = NADH + 2-Oxo-glutaric acid + NH3 ( Arginine and Proline metabolism )		
biofactoid:33c74de1-30bf-4337-b4b6-91b69bd2bc28	Ulk4 promotes Shh signaling by regulating Stk36 ciliary localization and Gli2 phosphorylation		
http://bioregistry.io/reactome:R-HSA-1663150	The activation of arylsulfatases		
http://bioregistry.io/reactome:R-HSA-525793	Myogenesis		
biofactoid:2234700d-d7de-4b0f-805a-f7d03f627eb6	Saccharomyces cerevisiae DJ-1 paralogs maintain genome integrity through glycation repair of nucleic acids and proteins.		
inoh:id101331464_NAD____CoA____S__Methyl_malonate_semialdehyde____NADH___Propanoyl_CoA___CO2	NAD+ + CoA + (S)-Methyl-malonate semialdehyde => NADH + Propanoyl-CoA + CO2 ( Valine,Leucine and Isoleucine degradation )		
inoh:id1334699444_ATP___D_Ribose_5_phosphate___AMP___D_5_Phospho_ribosyl_1_diphosphate	ATP + D-Ribose 5-phosphate = AMP + D-5-Phospho-ribosyl 1-diphosphate ( Purine nucleotides and Nucleosides metabolism )		
panther:_Inhibition_of_Angiogenesis_and_Metastasis_s36_sa18_	Inhibition of Angiogenesis and Metastasis		
panther:_Growth_Inhibition_s27_a33_	Growth Inhibition		
inoh:id681545265_embryonic_axis_formation__Xenopus_	embryonic axis formation (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram )		
inoh:id97396656_Lamellipodium_biogenesis	Lamellipodium biogenesis ( Integrin signaling pathway )		
biofactoid:806ff25f-cac3-4715-9e53-80a4d25603ff	A biochemical framework for eIF4E-dependent mRNA export and nuclear recycling of the export machinery.		
biofactoid:0d3349fe-7025-466b-b1fa-830c7020bb2c	The selective autophagy substrate p62 activates the stress responsive transcription factor Nrf2 through inactivation of Keap1.		
netpath:Pathway_ID	ID		
inoh:id1163061903_IGF1_signaling_pathway	IGF1 signaling pathway ( IGF1 signaling pathway )		inoh:id1684072232_ERK_cascade;inoh:id1359804999_AKT_PKB__activation_signaling;
biofactoid:fbae53ca-4804-4486-b4fe-0f6346ad0efa	Proto-oncogene Src links lipogenesis via lipin-1 to breast cancer malignancy.		
