pathway,source,interactiontype,target
Cytokine-cytokine receptor interaction,ebi3*il27,activation,il6st*il27ra
Cytokine-cytokine receptor interaction,faslg,activation,fas
Cytokine-cytokine receptor interaction,ccl5,activation,ccr3
Cytokine-cytokine receptor interaction,il31,activation,osmr*il31ra
Cytokine-cytokine receptor interaction,tnfsf14,activation,tnfrsf6b
Cytokine-cytokine receptor interaction,tnfsf12,activation,tnfrsf12a
Cytokine-cytokine receptor interaction,ccl5,activation,ccr5
Cytokine-cytokine receptor interaction,clcf1,activation,il6st*lifr*cntfr
Cytokine-cytokine receptor interaction,tnfsf14,activation,ltbr
Cytokine-cytokine receptor interaction,ccl5,activation,ccr4
Cytokine-cytokine receptor interaction,cntf,activation,il6st*lifr*cntfr
Cytokine-cytokine receptor interaction,lta,activation,tnfrsf14
Cytokine-cytokine receptor interaction,ccl22,activation,ccr4
Cytokine-cytokine receptor interaction,ctf1,activation,il6st*lifr
Cytokine-cytokine receptor interaction,lta,activation,tnfrsf1b
Cytokine-cytokine receptor interaction,ccl17,activation,ccr4
Cytokine-cytokine receptor interaction,lif,activation,il6st*lifr
Cytokine-cytokine receptor interaction,tnf,activation,tnfrsf1b
Cytokine-cytokine receptor interaction,tnfsf13b,activation,tnfrsf13c
Cytokine-cytokine receptor interaction,ccl4l1*ccl4*ccl4l2,activation,ccr5
Cytokine-cytokine receptor interaction,osm,activation,il6st*lifr
Cytokine-cytokine receptor interaction,il1b,activation,il1rap*il1r1
Cytokine-cytokine receptor interaction,csf1,activation,csf1r
Cytokine-cytokine receptor interaction,tnfsf13b,activation,tnfrsf13b
Cytokine-cytokine receptor interaction,osm,activation,osmr*il6st
Cytokine-cytokine receptor interaction,tnfsf13b,activation,tnfrsf17
Cytokine-cytokine receptor interaction,il10,activation,il10ra*il10rb
Cytokine-cytokine receptor interaction,il1f10,activation,il1rap*il1rl2
Cytokine-cytokine receptor interaction,tnfsf13,activation,tnfrsf13b
Cytokine-cytokine receptor interaction,il19,activation,il20rb*il20ra
Cytokine-cytokine receptor interaction,il36g,activation,il1rap*il1rl2
Cytokine-cytokine receptor interaction,tnfsf13,activation,tnfrsf17
Cytokine-cytokine receptor interaction,il20,activation,il20rb*il20ra
Cytokine-cytokine receptor interaction,il36b,activation,il1rap*il1rl2
Cytokine-cytokine receptor interaction,tnfsf18,activation,tnfrsf18
Cytokine-cytokine receptor interaction,il20,activation,il20rb*il22ra1
Cytokine-cytokine receptor interaction,il36a,activation,il1rap*il1rl2
Cytokine-cytokine receptor interaction,tnfsf4,activation,tnfrsf4
Cytokine-cytokine receptor interaction,il36rn,activation,il1rap*il1rl2
Cytokine-cytokine receptor interaction,tnfsf9,activation,tnfrsf9
Cytokine-cytokine receptor interaction,il1rn,inhibition,il1rap*il1r1
Cytokine-cytokine receptor interaction,cd40lg,activation,cd40
Cytokine-cytokine receptor interaction,ifnk,activation,ifnar1*ifnar2
Cytokine-cytokine receptor interaction,il1a,activation,il1r2
Cytokine-cytokine receptor interaction,il1b,activation,il1r2
Diabetic cardiomyopathy,c00027*c00704,activation$indirect effect,nfkb1*rela
Diabetic cardiomyopathy,c00043,inhibition,sp1
Diabetic cardiomyopathy,pten,inhibition$dephosphorylation,c05981
Diabetic cardiomyopathy,c00162,activation,ppara
Diabetic cardiomyopathy,ace,activation,c02135
Diabetic cardiomyopathy,c00031,inhibition$indirect effect,g6pd
Diabetic cardiomyopathy,c00043,activation,tnni3
Diabetic cardiomyopathy,c00031,activation$indirect effect,prkcb
Diabetic cardiomyopathy,c00043,inhibition,nos3
Diabetic cardiomyopathy,c00043,activation,pln
Diabetic cardiomyopathy,c00195,activation,prkca*prkcd
Diabetic cardiomyopathy,c00165,activation,plcb1*plcb2*plcb3*plcb4
Diabetic cardiomyopathy,c00195,activation,ptpa
Diabetic cardiomyopathy,gsr,missing interaction,c00051
Diabetic cardiomyopathy,c00165,activation,prkcb
Diabetic cardiomyopathy,c00195,activation,ppp1ca*ppp1cb*ppp1cc
Diabetic cardiomyopathy,parp1,inhibition,gapdh
Diabetic cardiomyopathy,c00195,activation,ctsd
Diabetic cardiomyopathy,c00195,activation,prkcz
Diabetic cardiomyopathy,c00027*c00704,activation$indirect effect,prkca*prkcb*prkcg
Diabetic cardiomyopathy,ins,activation,insr
Diabetic cardiomyopathy,c21011*c21012*c21013*c21014,activation,ager
Diabetic cardiomyopathy,c21011*c21012*c21013*c21014,activation$indirect effect,nfkb1*rela
Diabetic cardiomyopathy,c00043,activation,camk2a*camk2b*camk2d*camk2g
Diabetic cardiomyopathy,c00027,activation,ppif*slc25a4*slc25a5*slc25a6*vdac1*vdac2*vdac3*slc25a31
Diabetic cardiomyopathy,sp1,activation$indirect effect,atp2a1*atp2a2*atp2a3
Diabetic cardiomyopathy,ppara,expression,cpt1b
Diabetic cardiomyopathy,ppara,expression,pdk2*pdk3*pdk4
Diabetic cardiomyopathy,ppara,expression,cd36
Diabetic cardiomyopathy,g6pd,missing interaction,c00005
Diabetic cardiomyopathy,prkcb,activation$indirect effect,nfkb1*rela
Diabetic cardiomyopathy,prkca*prkcd,inhibition$phosphorylation,irs1
Diabetic cardiomyopathy,prkca*prkcb*prkcg,inhibition$indirect effect,nos3
Diabetic cardiomyopathy,prkcb,activation$indirect effect,tgfb1*tgfb2*tgfb3
Diabetic cardiomyopathy,prkcb,activation$indirect effect,col1a1*col1a2*col3a1
Diabetic cardiomyopathy,prkcb,activation$indirect effect,mmp2*mmp9
Diabetic cardiomyopathy,insr,activation$phosphorylation,irs1
Diabetic cardiomyopathy,ager,activation$indirect effect,nfkb1*rela
Diabetic cardiomyopathy,ager,activation$indirect effect,mapk8*mapk9*mapk10
Diabetic cardiomyopathy,ager,activation$indirect effect,mapk14*mapk11*mapk13*mapk12
Diabetic cardiomyopathy,ager,activation$indirect effect,ncf1*ncf2*rac1*rac2*ncf4*cybb*cyba
Diabetic cardiomyopathy,camk2a*camk2b*camk2d*camk2g,activation,ryr2
Diabetic cardiomyopathy,pdk2*pdk3*pdk4,inhibition,pdha1*pdha2*pdhb
Diabetic cardiomyopathy,nos3,activation,c00533
Diabetic cardiomyopathy,irs1,missing interaction,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Diabetic cardiomyopathy,nfkb1*rela,activation$indirect effect,cma1
Diabetic cardiomyopathy,nfkb1*rela,expression,mmp2*mmp9
Diabetic cardiomyopathy,nfkb1*rela,expression,col1a1*col1a2*col3a1
Diabetic cardiomyopathy,nfkb1*rela,expression,tgfb1*tgfb2*tgfb3
Diabetic cardiomyopathy,nfkb1*rela,activation$indirect effect,agt
Diabetic cardiomyopathy,nfkb1*rela,activation$indirect effect,ren
Diabetic cardiomyopathy,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,missing interaction,c05981
Diabetic cardiomyopathy,cma1,activation,c02135
Diabetic cardiomyopathy,tgfb1*tgfb2*tgfb3,activation,tgfbr1*tgfbr2
Diabetic cardiomyopathy,ren,activation,c00873
Diabetic cardiomyopathy,c05981,activation,akt3*akt1*akt2
Diabetic cardiomyopathy,c02135,activation,agtr1
Diabetic cardiomyopathy,tgfbr1*tgfbr2,activation,smad2*smad3
Diabetic cardiomyopathy,akt3*akt1*akt2,activation$indirect effect,mtor
Diabetic cardiomyopathy,akt3*akt1*akt2,activation$phosphorylation,tbc1d4
Diabetic cardiomyopathy,akt3*akt1*akt2,missing interaction,gsk3b
Diabetic cardiomyopathy,agtr1,activation$indirect effect,ncf1*ncf2*rac1*rac2*ncf4*cybb*cyba
Diabetic cardiomyopathy,agtr1,activation$indirect effect,plcb1*plcb2*plcb3*plcb4
Diabetic cardiomyopathy,smad2*smad3,expression,tgfb1*tgfb2*tgfb3
Diabetic cardiomyopathy,smad2*smad3,expression,col1a1*col1a2*col3a1
Diabetic cardiomyopathy,smad2*smad3,expression,mmp2*mmp9
Diabetic cardiomyopathy,gsk3b,inhibition$phosphorylation,gys1*gys2
Diabetic cardiomyopathy,gys1*gys2,activation,c00369
Dilated cardiomyopathy,itgb1*itgb3*itgb4*itgb5*itgb6*itgb7*itgb8*itga11*itga6*itga1*itga2*itga2b*itga3*itga4*itga5*itga7*itga9*itgav*itga10*itga8,binding/association,actb*actg1
Dilated cardiomyopathy,sspn,binding/association,sgcd*sgca*sgce*sgcb*sgcz*sgcg
Dilated cardiomyopathy,cav3,binding/association,nos1
Dilated cardiomyopathy,lama1*lama2,binding/association,dag1
Dilated cardiomyopathy,tnnc1,binding/association,tnni3
Dilated cardiomyopathy,tnnc1,binding/association,tnnt2
Dilated cardiomyopathy,mybpc3,binding/association,myh6*myh7
Dilated cardiomyopathy,hsa:102723407,activation,adrb1
Dilated cardiomyopathy,nos1,binding/association,dmd*dtna*snta1*sntb1*sntb2
Dilated cardiomyopathy,dag1,binding/association,dag1
Dilated cardiomyopathy,tnnt2,binding/association,tnni3
Dilated cardiomyopathy,tnnt2,binding/association,tpm1*tpm2*tpm3*tpm4
Dilated cardiomyopathy,adrb1,activation,gnas
Dilated cardiomyopathy,dag1,binding/association,sgcd*sgca*sgce*sgcb*sgcz*sgcg
Dilated cardiomyopathy,dag1,binding/association,dmd
Dilated cardiomyopathy,tnni3,binding/association,actc1
Dilated cardiomyopathy,gnas,activation,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Dilated cardiomyopathy,dmd,binding/association,actb*actg1
Dilated cardiomyopathy,actc1,binding/association,tpm1*tpm2*tpm3*tpm4
Dilated cardiomyopathy,actc1,binding/association,myh6*myh7
Dilated cardiomyopathy,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4,activation,c00575
Dilated cardiomyopathy,myh6*myh7,binding/association,myl3
Dilated cardiomyopathy,myh6*myh7,binding/association,myl2
Dilated cardiomyopathy,c00575,activation,prkaca*prkacb*prkacg
Dilated cardiomyopathy,prkaca*prkacb*prkacg,activation$phosphorylation,cacng3*cacng2*cacng5*cacng4*cacna2d3*cacng8*cacng7*cacng6*cacna1c*cacna1d*cacna1f*cacna1s*cacna2d1*cacnb1*cacnb2*cacnb3*cacnb4*cacng1*cacna2d2*cacna2d4
Dilated cardiomyopathy,prkaca*prkacb*prkacg,activation$phosphorylation,ryr2
Dilated cardiomyopathy,prkaca*prkacb*prkacg,inhibition$phosphorylation,pln
Dilated cardiomyopathy,pln,inhibition,atp2a1*atp2a2*atp2a3
Drug metabolism - cytochrome P450,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6,compound,cyp2c19
Drug metabolism - cytochrome P450,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6,compound,ugt2b11*ugt2a1*ugt2b28*ugt1a10*ugt1a8*ugt1a7*ugt1a6*ugt1a5*ugt1a9*ugt1a4*ugt1a1*ugt1a3*ugt2a2*ugt2b4*ugt2b7*ugt2b10*ugt2b15*ugt2b17*ugt2a3
Drug metabolism - cytochrome P450,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6,compound,cyp3a4
Drug metabolism - cytochrome P450,maoa*maob,compound,cyp2c19
Drug metabolism - cytochrome P450,maoa*maob,compound,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6
Drug metabolism - cytochrome P450,fmo1*fmo2*fmo3*fmo4*fmo5,compound,cyp3a4
Drug metabolism - cytochrome P450,gsto2*gsta5*gstt4*hpgds*gsta1*gsta2*gsta3*gsta4*gstm1*gstm2*gstm3*gstm4*gstm5*gstp1*gstt1*gstt2*gstk1*mgst1*mgst2*mgst3*gstt2b*gsto1,compound,adh1a*adh1b*adh1c*adh4*adh5*adh6*adh7
Drug metabolism - cytochrome P450,gsto2*gsta5*gstt4*hpgds*gsta1*gsta2*gsta3*gsta4*gstm1*gstm2*gstm3*gstm4*gstm5*gstp1*gstt1*gstt2*gstk1*mgst1*mgst2*mgst3*gstt2b*gsto1,compound,aldh3a1*aldh3b1*aldh3b2
Drug metabolism - cytochrome P450,cyp3a5,compound,cyp3a4
Drug metabolism - cytochrome P450,cyp3a5,compound,cyp2b6
Drug metabolism - cytochrome P450,cyp3a5,compound,cyp2c19*cyp2c9
Drug metabolism - cytochrome P450,ugt2b11*ugt2a1*ugt2b28*ugt1a10*ugt1a8*ugt1a7*ugt1a6*ugt1a5*ugt1a9*ugt1a4*ugt1a1*ugt1a3*ugt2a2*ugt2b4*ugt2b7*ugt2b10*ugt2b15*ugt2b17*ugt2a3,compound,cyp3a4
Drug metabolism - cytochrome P450,adh1a*adh1b*adh1c*adh4*adh5*adh6*adh7,compound,aldh3a1*aldh3b1*aldh3b2
Drug metabolism - cytochrome P450,cyp3a4,compound,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6
Drug metabolism - cytochrome P450,cyp3a4,compound,cyp2e1
Drug metabolism - cytochrome P450,cyp2b6,compound,cyp3a4
Drug metabolism - cytochrome P450,cyp2c19,compound,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6
Drug metabolism - cytochrome P450,aldh3a1*aldh3b1*aldh3b2,compound,adh1a*adh1b*adh1c*adh4*adh5*adh6*adh7
Drug metabolism - cytochrome P450,cyp2e1,compound,cyp3a4
Drug metabolism - cytochrome P450,cyp3a4,compound,cyp2c9
Drug metabolism - cytochrome P450,cyp3a4,compound,maoa*maob
Drug metabolism - cytochrome P450,cyp3a4,compound,cyp2c19*cyp2c9
Drug metabolism - cytochrome P450,cyp3a4,compound,cyp2b6
Drug metabolism - cytochrome P450,cyp2c19*cyp2c9,compound,cyp3a4
Drug metabolism - cytochrome P450,cyp2c9,compound,fmo1*fmo2*fmo3*fmo4*fmo5
Drug metabolism - cytochrome P450,cyp3a4,compound,cyp1a2
Drug metabolism - cytochrome P450,fmo1*fmo2*fmo3*fmo4*fmo5,compound,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6
Drug metabolism - cytochrome P450,cyp1a2,compound,cyp3a4
Drug metabolism - cytochrome P450,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6,compound,maoa*maob
Drug metabolism - cytochrome P450,cyp2b6,compound,cyp2c8
Drug metabolism - cytochrome P450,cyp2b6,compound,cyp2a6*cyp2a7
Drug metabolism - cytochrome P450,cyp2b6,compound,cyp2c19*cyp2c9
Drug metabolism - cytochrome P450,cyp2c9,compound,cyp3a4
Drug metabolism - cytochrome P450,cyp2c19,compound,maoa*maob
Drug metabolism - cytochrome P450,cyp2c9,compound,cyp2a6*cyp2a7
Drug metabolism - cytochrome P450,ugt2b11*ugt2a1*ugt2b28*ugt1a10*ugt1a8*ugt1a7*ugt1a6*ugt1a5*ugt1a9*ugt1a4*ugt1a1*ugt1a3*ugt2a2*ugt2b4*ugt2b7*ugt2b10*ugt2b15*ugt2b17*ugt2a3,compound,hsa:107987478*hsa:107987479*cyp2d7*cyp2d6
Drug metabolism - cytochrome P450,maoa*maob,compound,cyp3a4
Drug metabolism - cytochrome P450,maoa*maob,compound,aox1
Drug metabolism - cytochrome P450,cyp3a4,compound,cyp2c8
Drug metabolism - other enzymes,dpyd,compound,umps
Drug metabolism - other enzymes,cmpk1,compound,uckl1*uck2*uck1
Drug metabolism - other enzymes,hprt1,compound,tpmt
Drug metabolism - other enzymes,itpa,compound,impdh1*impdh2
Drug metabolism - other enzymes,impdh1*impdh2,compound,tpmt
Drug metabolism - other enzymes,cyp3a4,compound,ces1*ces2
Drug metabolism - other enzymes,cyp2a6*cyp2a7,compound,umps
Drug metabolism - other enzymes,cyp2a6*cyp2a7,compound,upp2*upp1
Drug metabolism - other enzymes,tpmt,compound,hprt1
Drug metabolism - other enzymes,ces1,compound,mpo
Drug metabolism - other enzymes,ces1,compound,nat2*nat1
Drug metabolism - other enzymes,hprt1,compound,itpa
Drug metabolism - other enzymes,hprt1,compound,impdh1*impdh2
Drug metabolism - other enzymes,mpo,compound,nat2*nat1
Drug metabolism - other enzymes,itpa,compound,tpmt
Drug metabolism - other enzymes,impdh1*impdh2,compound,gmps
Drug metabolism - other enzymes,nat2*nat1,compound,cyp2e1
Drug metabolism - other enzymes,nat2*nat1,compound,ces1
Drug metabolism - other enzymes,gmps,compound,tpmt
Drug metabolism - other enzymes,gmps,compound,hprt1
Drug metabolism - other enzymes,ces1,compound,cyp2e1
Drug metabolism - other enzymes,ces1*ces2,compound,ugt2b11*ugt2a1*ugt2b28*ugt1a10*ugt1a8*ugt1a7*ugt1a6*ugt1a5*ugt1a9*ugt1a4*ugt1a1*ugt1a3*ugt2a2*ugt2b4*ugt2b7*ugt2b10*ugt2b15*ugt2b17*ugt2a3
Drug metabolism - other enzymes,ces1*ces2,compound,gusb
Drug metabolism - other enzymes,ces1*ces2,compound,cda
Drug metabolism - other enzymes,cyp2e1,compound,gsto2*gsta5*gstt4*gsta1*gsta2*gsta3*gsta4*gstm1*gstm2*gstm3*gstm4*gstm5*gstp1*gstt1*gstt2*mgst1*mgst2*mgst3*gstt2b*gsto1
Drug metabolism - other enzymes,ugt2b11*ugt2a1*ugt2b28*ugt1a10*ugt1a8*ugt1a7*ugt1a6*ugt1a5*ugt1a9*ugt1a4*ugt1a1*ugt1a3*ugt2a2*ugt2b4*ugt2b7*ugt2b10*ugt2b15*ugt2b17*ugt2a3,compound,gusb
Drug metabolism - other enzymes,cda,compound,tymp
Drug metabolism - other enzymes,tpmt,compound,xdh
Drug metabolism - other enzymes,tymp,compound,upp2*upp1
Drug metabolism - other enzymes,tymp,compound,umps
Drug metabolism - other enzymes,hprt1,compound,xdh
Drug metabolism - other enzymes,umps,compound,upp2*upp1
Drug metabolism - other enzymes,upp2*upp1,compound,uckl1*uck2*uck1
Drug metabolism - other enzymes,uckl1*uck2*uck1,compound,umps
Drug metabolism - other enzymes,umps,compound,tymp
Drug metabolism - other enzymes,tymp,compound,cyp2a6*cyp2a7
Drug metabolism - other enzymes,tymp,compound,dpyd
Drug metabolism - other enzymes,cyp2a6*cyp2a7,compound,dpyd
Drug metabolism - other enzymes,cyp2a6*cyp2a7,compound,tymp
Drug metabolism - other enzymes,dpyd,compound,upp2*upp1
Drug metabolism - other enzymes,dpyd,compound,tymp
Drug metabolism - other enzymes,dpyd,compound,dpys
Drug metabolism - other enzymes,upp2*upp1,compound,tymp
Drug metabolism - other enzymes,dpys,compound,upb1
Drug metabolism - other enzymes,tymp,compound,tk1*tk2
Drug metabolism - other enzymes,tk1*tk2,compound,cmpk1
Drug metabolism - other enzymes,tk1*tk2,compound,dut
Drug metabolism - other enzymes,cmpk1,compound,umps
Drug metabolism - other enzymes,cmpk1,compound,nme6*nme7*nme1*nme2*nme3*nme4*nme1-nme2
Drug metabolism - other enzymes,cmpk1,compound,rrm2b*rrm1*rrm2
Drug metabolism - other enzymes,cmpk1,compound,dut
Drug metabolism - other enzymes,nme6*nme7*nme1*nme2*nme3*nme4*nme1-nme2,compound,rrm2b*rrm1*rrm2
Drug metabolism - other enzymes,rrm2b*rrm1*rrm2,compound,nme6*nme7*nme1*nme2*nme3*nme4*nme1-nme2
Drug metabolism - other enzymes,nme6*nme7*nme1*nme2*nme3*nme4*nme1-nme2,compound,dut
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itga7*itgb1
ECM-receptor interaction,tnc*tnn*tnr*tnxb,activation,sdc1*sdc4
ECM-receptor interaction,comp*thbs1*thbs2*thbs3*thbs4,activation,itgb3*itgav
ECM-receptor interaction,fn1,activation,itgb1*itga8
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,sv2c*sv2b*sv2a
ECM-receptor interaction,vtn,activation,itga2b*itgb3
ECM-receptor interaction,vtn,activation,itgb1*itga8
ECM-receptor interaction,comp*thbs1*thbs2*thbs3*thbs4,activation,cd36
ECM-receptor interaction,fn1,activation,itga2b*itgb3
ECM-receptor interaction,tnc*tnn*tnr*tnxb,activation,itgb1*itga8
ECM-receptor interaction,vwf,activation,gp5*gp1ba*gp1bb*gp9
ECM-receptor interaction,vwf,activation,itga2b*itgb3
ECM-receptor interaction,fras1*frem1*frem2*npnt,activation,itgb1*itga8
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,gp6
ECM-receptor interaction,comp*thbs1*thbs2*thbs3*thbs4,activation,itga2b*itgb3
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,itgb1*itga1
ECM-receptor interaction,tnc*tnn*tnr*tnxb,activation,itgb1*itga9
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,dag1*dag1
ECM-receptor interaction,vtn,activation,itgb5*itgav
ECM-receptor interaction,spp1,activation,itgb1*itga9
ECM-receptor interaction,agrn,activation,dag1*dag1
ECM-receptor interaction,ibsp,activation,itgb5*itgav
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,itgb1*itga9
ECM-receptor interaction,hspg2,activation,dag1*dag1
ECM-receptor interaction,spp1,activation,itgb5*itgav
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itgb1*itga9
ECM-receptor interaction,comp*thbs1*thbs2*thbs3*thbs4,activation,cd47
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itgb1*itga1
ECM-receptor interaction,fn1,activation,itgav*itgb6
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,itgb1*itga10
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,itgb1*itga2
ECM-receptor interaction,tnc*tnn*tnr*tnxb,activation,itgav*itgb6
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,itga11*itgb1
ECM-receptor interaction,hmmr,compound,gl:g10505
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itgb1*itga2
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,itgav*itgb8
ECM-receptor interaction,fn1,activation,itgb1*itgav
ECM-receptor interaction,dspp,activation,itgav*itgb6
ECM-receptor interaction,chad,activation,itgb1*itga2
ECM-receptor interaction,fn1,activation,itgav*itgb8
ECM-receptor interaction,spp1,activation,itgb1*itgav
ECM-receptor interaction,dspp,activation,itgb1*itgav
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itgb1*itga3
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itgav*itgb8
ECM-receptor interaction,vtn,activation,itgb1*itgav
ECM-receptor interaction,dmp1,activation,itgb3*itgav
ECM-receptor interaction,reln,activation,itgb1*itga3
ECM-receptor interaction,vtn,activation,itgav*itgb8
ECM-receptor interaction,fn1,activation,itgb7*itga4
ECM-receptor interaction,mepe,activation,itgb3*itgav
ECM-receptor interaction,comp*thbs1*thbs2*thbs3*thbs4,activation,itgb1*itga3
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itgb4*itga6
ECM-receptor interaction,vtn,activation,itgb3*itgav
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,itgb1*itga3
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,cd44
ECM-receptor interaction,fn1,activation,itgb3*itgav
ECM-receptor interaction,fn1,activation,itgb1*itga3
ECM-receptor interaction,fn1,activation,cd44
ECM-receptor interaction,vwf,activation,itgb3*itgav
ECM-receptor interaction,fn1,activation,itgb1*itga4
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,cd44
ECM-receptor interaction,spp1,activation,itgb3*itgav
ECM-receptor interaction,spp1,activation,itgb1*itga4
ECM-receptor interaction,col1a1*col1a2*col2a1*col4a1*col4a2*col4a3*col4a4*col4a5*col4a6*col6a1*col6a2*col6a3*col9a1*col9a2*col9a3*col6a6*col6a5,activation,sdc1*sdc4
ECM-receptor interaction,comp*thbs1*thbs2*thbs3*thbs4,activation,sdc1*sdc4
ECM-receptor interaction,tnc*tnn*tnr*tnxb,activation,itgb3*itgav
ECM-receptor interaction,fn1,activation,itga5*itgb1
ECM-receptor interaction,fn1,activation,sdc1*sdc4
ECM-receptor interaction,ibsp,activation,itgb3*itgav
ECM-receptor interaction,lamc3*lamb4*lama1*lama2*lama3*lama4*lama5*lamb1*lamb2*lamb3*lamc1*lamc2,activation,itgb1*itga6
ECM-receptor interaction,cd44,compound,gl:g10505
EGFR tyrosine kinase inhibitor resistance,egf,activation,egfr
EGFR tyrosine kinase inhibitor resistance,egf,activation,erbb2*egfr
EGFR tyrosine kinase inhibitor resistance,egf,activation,erbb3*egfr
EGFR tyrosine kinase inhibitor resistance,tgfa,activation,egfr
EGFR tyrosine kinase inhibitor resistance,tgfa,activation,erbb2*egfr
EGFR tyrosine kinase inhibitor resistance,tgfa,activation,erbb3*egfr
EGFR tyrosine kinase inhibitor resistance,nrg1*nrg2,activation,erbb3*egfr
EGFR tyrosine kinase inhibitor resistance,nrg1*nrg2,activation,erbb2*erbb3
EGFR tyrosine kinase inhibitor resistance,hgf,activation,erbb3*met
EGFR tyrosine kinase inhibitor resistance,hgf,activation,met
EGFR tyrosine kinase inhibitor resistance,pten,inhibition$missing interaction,c05981
EGFR tyrosine kinase inhibitor resistance,igf1,activation,igf1r
EGFR tyrosine kinase inhibitor resistance,vegfa,activation,kdr
EGFR tyrosine kinase inhibitor resistance,pdgfa*pdgfb*pdgfc*pdgfd,activation,pdgfra*pdgfrb
EGFR tyrosine kinase inhibitor resistance,fgf2,activation,fgfr3*fgfr2
EGFR tyrosine kinase inhibitor resistance,gas6,activation,axl
EGFR tyrosine kinase inhibitor resistance,il6,activation,il6r
EGFR tyrosine kinase inhibitor resistance,dr:d01977,inhibition$missing interaction,egfr
EGFR tyrosine kinase inhibitor resistance,dr:d07907,inhibition$missing interaction,egfr
EGFR tyrosine kinase inhibitor resistance,nf1,inhibition$missing interaction,hras*kras*nras
EGFR tyrosine kinase inhibitor resistance,met,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,met,activation,src
EGFR tyrosine kinase inhibitor resistance,met,activation,gab1
EGFR tyrosine kinase inhibitor resistance,met,activation$phosphorylation,erbb3
